GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,ADF001,ADI001,ADI002,ADJ001,ADJ002,ADK001,ADK002,ADK003,ADK004,ADK005,ADK006,ADK007,ADM001,ADM002,ADM003,ADM004,ADM005,ADM006,ADM007,ADM008,ADM009,ADM010,ADM011,ADM012,ADM013,ADM014,ADM015,ADM016,ADM017,ADM018,ADM019,ADM020,ADM021,ADM022,ADM023,ADM024,ADM025,ADM026,ADM027,ADM028,ADM029,ADM030
"G5101150","1850","Virginia","510","Matthews","1150","Matthews",293,24521,18573,623620,15106,457,93,802,838,1542,1909,5981,7640,13,4940,19405,0,0,0,4059,7888,5129,13292,0,0,100,14741,0,1288,0,0,0,0,0,0,0,0,0,0,0,0,222
"G5101170","1850","Virginia","510","Mecklenburg","1170","Mecklenburg",666,215646,179183,2470541,65087,3430,297,3761,1974,7525,15535,28955,113016,154,552466,184695,0,4863184,34,25655,6643,9892,32790,0,0,0,72503,0,14,6,0,147,0,0,4790,180,0,0,0,0,0,2153
"G5101175","1850","Virginia","510","Mercer","1175","Mercer",472,20552,137333,387969,12505,1127,0,1801,56,3730,6210,9138,12284,2985,105946,35289,0,0,0,12949,0,1156,676,0,2468,0,40225,1353,1375,52,14,0,0,0,11559,399,0,18610,0,477,0,6800
"G5101190","1850","Virginia","510","Middlesex","1190","Middlesex",280,34828,37645,871868,33540,450,130,889,903,1784,2281,5696,30762,0,134253,8861,0,0,3,5230,948,3832,8381,0,0,0,26277,0,111,0,0,0,0,0,0,0,0,0,0,0,0,880
"G5101193","1850","Virginia","510","Monongalia","1193","Monongalia",727,58536,68047,1569392,50939,2720,10,2905,423,5188,13015,8121,52370,2921,184379,111252,0,3750,0,29129,392,8016,2999,0,2964,0,145178,10784,6013,66,470,179,0,0,12293,615,0,52716,0,2403,0,8118
"G5101197","1850","Virginia","510","Monroe","1197","Monroe",910,94311,174890,2039101,61233,3354,44,4027,211,9943,21789,14307,51436,6881,250456,97460,0,4017,0,44282,1010,7564,2098,209,6131,73,175254,8602,6073,317,639,12,0,0,11547,1458,51,62992,0,2030,0,10889
"G5101210","1850","Virginia","510","Montgomery","1210","Montgomery",546,59734,107106,1547730,53605,2235,5,2665,128,5854,10426,15160,51827,4783,266616,106120,0,46100,0,21539,0,8248,617,0,4060,0,85106,5263,4453,1565,402,0,2,0,10055,891,0,1257,0,64,0,4990
"G5101215","1850","Virginia","510","Morgan","1215","Morgan",300,29628,66156,445877,23029,930,1,1127,2,2045,3318,3835,40584,8045,46247,16389,0,0,0,8185,93,6559,180,5,2538,0,36799,322,1443,206,48,60,5,0,1611,95,2,1249,0,57,0,861
"G5101230","1850","Virginia","510","Nansemond","1230","Nansemond",731,62308,117968,1681490,35600,1272,116,1841,674,5195,4845,26822,2976,242,352842,26154,2365,0,109,8671,49851,13042,186324,205,2,162,36390,0,3338,0,0,4,0,0,3978,43,0,0,0,0,0,6038
"G5101250","1850","Virginia","510","Nelson","1250","Nelson",638,109855,120652,1873922,89790,2453,181,2537,1135,4941,9296,20199,122230,12626,353432,79556,0,1433730,0,17056,2467,15621,7564,0,244,181,82189,304,1322,31,32,56,12,0,2096,64,0,0,0,0,0,240
"G5101270","1850","Virginia","510","New Kent","1270","New Kent",313,45067,63077,737520,24076,650,264,1132,659,1396,2553,8366,4315,527,178813,37346,0,0,12,5233,1420,5511,13650,0,0,0,38031,0,155,0,0,0,0,0,0,0,0,0,0,0,0,173
"G5101275","1850","Virginia","510","Nicholas","1275","Nicholas",418,19335,132349,361636,12939,940,5,1717,197,3299,7501,7368,6209,3318,83273,31377,0,2670,0,13649,896,2136,1761,0,1501,0,41976,2507,2001,4,7,81,0,0,5897,253,0,17245,0,421,0,4255
"G5101290","1850","Virginia","510","Norfolk","1290","Norfolk",648,39014,75866,1209764,42267,1355,357,2463,368,4859,2154,17747,393,0,307245,21303,0,0,0,2634,17576,25339,85801,2367,0,0,27564,0,1822,0,0,0,0,0,3725,173,0,0,0,0,0,0
"G5101310","1850","Virginia","510","Northampton","1310","Northampton",376,53709,39840,212890,27801,1285,143,1601,581,2257,3628,12141,795,12,364967,184087,0,0,0,7756,2360,4665,44189,0,0,50,15455,0,0,0,0,58,0,0,0,37,0,0,0,0,0,3617
"G5101330","1850","Virginia","510","Northumberland","1330","Northumberland",492,48325,45177,927402,33104,740,266,1794,1846,3220,4679,10869,53902,164,221587,9937,0,0,0,8536,1310,8931,15093,4,68,60,29773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G5101350","1850","Virginia","510","Nottoway","1350","Nottoway",342,93401,93511,1120487,38837,1309,198,1419,1027,2940,5756,9662,71827,150,216991,55571,0,2109314,46,10691,4384,4927,7653,2,20,28,55570,0,34,4,58,142,0,0,70,0,0,0,0,0,0,2425
"G5101355","1850","Virginia","510","Ohio","1355","Ohio",376,44311,15473,1982654,43297,1519,12,1464,174,1629,46847,6753,57709,850,214020,76767,0,0,0,98590,158,18098,1116,970,451,0,104722,340,4111,6,187,27,0,0,100,3,0,375,0,368,0,5323
"G5101370","1850","Virginia","510","Orange","1370","Orange",335,95196,67036,1844296,69788,1683,122,1686,1037,2979,7564,11436,121825,784,267140,30750,0,174700,0,21509,1396,11998,3536,100,116,0,54814,0,1881,175,283,161,0,0,3266,292,0,0,0,0,0,4067
"G5101390","1850","Virginia","510","Page","1390","Page",526,52182,103713,1735759,84690,2169,25,2102,56,3314,5783,9946,128430,11778,137602,18665,0,1194,0,12907,385,8850,1113,50,1078,0,53207,2642,2253,270,96,238,0,0,1185,98,0,0,0,0,0,4248
"G5101410","1850","Virginia","510","Patrick","1410","Patrick",748,38192,184034,711039,23732,1521,168,2335,541,4312,4699,20987,12755,5163,248868,90441,0,429699,0,8523,1163,14517,16500,28,863,0,66957,2245,347,11,40,0,0,0,13261,350,0,55,0,0,0,29440
"G5101415","1850","Virginia","510","Pendleton","1415","Pendleton",693,52141,170040,1031195,44916,2555,6,2968,14,8127,14903,7324,44137,11392,109838,29930,0,0,0,26107,2279,6837,153,0,4711,0,69306,3305,7664,138,80,0,0,0,11145,810,0,59109,0,1931,0,19328
"G5101430","1850","Virginia","510","Pittsylvania","1430","Pittsylvania",1524,210580,300295,2773981,76927,4614,162,4855,2087,9467,14954,34382,123934,31036,653815,186492,0,4700757,61,23854,3701,13721,35411,200,211,0,137522,625,357,5,132,289,0,0,6969,550,0,0,0,0,0,29084
"G5101437","1850","Virginia","510","Pocahontas","1437","Pocahontas",353,40239,466159,914558,32074,1782,107,2255,139,5471,11616,4597,11806,12612,51949,52998,0,0,0,24422,30,2796,0,0,3685,0,76080,3081,5911,0,6,0,0,0,4556,172,0,64760,0,1426,0,18722
"G5101450","1850","Virginia","510","Powhatan","1450","Powhatan",312,81045,69716,1395501,42332,1399,318,1490,801,2600,7201,9964,115437,0,215155,89189,0,1000490,0,14671,1775,8090,5452,10,65,10,45076,0,360,18,0,66,0,0,56,2,0,0,0,0,0,1376
"G5101455","1850","Virginia","510","Preston","1455","Preston",1019,63948,172477,1105218,58588,2799,17,3764,359,6462,21781,10714,36769,20502,144276,153496,0,820,0,43907,564,12635,193,855,28283,0,179836,4087,7765,45,267,99,0,0,25450,1232,20,21768,0,1548,0,18445
"G5101470","1850","Virginia","510","Prince Edward","1470","Prince Edward",421,147328,57491,1570746,38569,1571,187,1547,1232,3650,7168,10119,75762,0,214350,87229,0,2571850,41,16189,3153,7700,12454,0,20,254,47932,0,487,2,465,5,0,0,3715,351,0,0,0,0,0,3024
"G5101490","1850","Virginia","510","Prince George","1490","Prince George",336,57603,175313,1128184,46840,795,479,1099,715,1701,1786,8392,81042,251,261510,23600,0,16550,2,4314,1684,7627,11881,0,230,10,32998,0,208,5,5,36,0,0,0,0,0,0,0,0,0,2026
"G5101510","1850","Virginia","510","Princess Anne","1510","Princess Anne",712,50064,63175,1077115,33558,1510,143,2317,400,7805,6233,21943,2529,87,347141,60024,0,15,0,12115,16036,20219,34793,15,0,0,37062,0,1593,0,0,10,0,0,19389,1039,0,0,0,0,0,5585
"G5101530","1850","Virginia","510","Prince William","1530","Prince William",579,104424,72343,1446304,53582,1776,25,2183,481,3960,8215,9431,57728,1832,161248,57717,0,795,0,25978,974,9392,982,0,1426,30,79079,17600,2309,25,85,95,0,0,2867,126,0,0,0,0,0,6111
"G5101550","1850","Virginia","510","Pulaski","1550","Pulaski",301,50974,70605,1151853,30797,1467,3,1840,151,5432,9159,10384,35284,3737,175510,63367,0,0,0,20502,88,4849,100,0,1519,0,60375,4336,2639,590,887,0,0,0,14141,1052,46,190,0,128,0,7322
"G5101553","1850","Virginia","510","Putnam","1553","Putnam",455,20239,31522,486425,19661,1122,14,1160,397,2630,6159,9868,14373,195,249040,50079,0,37122,0,10468,3109,9082,4426,20,174,0,59862,160,1078,11,19,66,0,0,7011,187,1,3721,0,329,0,2755
"G5101555","1850","Virginia","510","Raleigh","1555","Raleigh",216,7325,43178,151873,5981,444,1,755,30,1233,2845,4416,2893,1567,49511,19253,0,0,0,4929,198,714,435,0,1590,0,31289,0,279,8,18,0,0,0,3790,37,0,0,0,0,0,6117
"G5101557","1850","Virginia","510","Randolph","1557","Randolph",379,35054,291098,852238,21515,1442,2,1927,189,6794,8667,4642,11740,1692,87468,44789,0,1844,0,18395,0,3242,0,0,2983,0,56339,3514,6480,0,213,0,0,0,5026,303,0,62773,0,939,0,10773
"G5101570","1850","Virginia","510","Rappahannock","1570","Rappahannock",472,96068,69727,2039812,83819,2504,28,2270,620,6884,9130,15180,157699,10864,281216,55726,0,2785,0,24948,1578,15249,2745,0,2322,15,94104,1476,3273,247,166,213,0,0,8079,719,0,0,0,0,0,8782
"G5101590","1850","Virginia","510","Richmond","1590","Richmond",336,46607,46901,562900,22637,612,194,1294,1627,2210,2491,8397,42404,299,185800,4877,0,3741,27,6458,1073,4835,7178,0,0,25,26390,0,124,0,0,54,0,0,0,0,5,0,0,0,0,2082
"G5101593","1850","Virginia","510","Ritchie","1593","Ritchie",385,17993,80062,450356,14078,906,0,1240,167,2054,7622,5231,5989,583,101884,24336,0,4295,0,15207,113,4120,1022,0,2067,0,41978,85,2503,15,95,0,15,0,6873,302,0,11522,0,739,0,1253
"G5101610","1850","Virginia","510","Roanoke","1610","Roanoke",405,52877,71469,1716390,59261,2193,52,2008,140,4619,6646,12973,104134,2066,235760,103643,0,362682,0,13289,198,7237,2192,40,668,0,66199,2692,3410,1798,52,0,2,0,5476,427,0,2242,0,70,0,2475
"G5101630","1850","Virginia","510","Rockbridge","1630","Rockbridge",666,104638,155233,3207030,99346,3571,189,3453,94,7262,1262,20937,198553,10017,372705,162752,0,78298,0,30469,102,14226,980,2345,2019,257,178384,17051,7626,2003,853,147,0,0,8925,657,0,1728,0,701,0,6298
"G5101650","1850","Virginia","510","Rockingham","1650","Rockingham",1213,203530,119234,5821435,241220,5675,57,4882,85,14554,17612,33356,608350,14010,448585,164976,0,1800,0,46013,1627,21062,2682,3593,2141,142,254834,11760,16067,3112,1204,150,0,0,12992,913,0,3225,0,143,0,8426
"G5101670","1850","Virginia","510","Russell","1670","Russell",942,28150,175419,1085533,39371,3427,211,4615,389,14965,21442,24645,25604,3976,378919,154305,0,7577,0,43911,4004,6357,9054,0,1896,0,162478,10230,2528,36,98,20,0,0,50589,1926,0,61944,0,1347,0,29906
"G5101690","1850","Virginia","510","Scott","1690","Scott",614,44911,104374,705844,21969,2203,80,2619,332,6264,12187,18697,15722,1002,319240,106342,0,4440,0,19356,3140,5515,12351,0,683,0,74086,2395,924,104,47,25,0,0,20528,904,0,22433,0,411,0,11297
"G5101710","1850","Virginia","510","Shenandoah","1710","Shenandoah",554,74294,83464,3047130,104362,2677,18,2356,50,5090,5894,8006,196338,4705,167025,34963,0,0,0,16009,502,4973,466,50,151,16,79196,560,4641,610,726,186,0,0,1465,232,0,0,0,0,0,963
"G5101730","1850","Virginia","510","Smyth","1730","Smyth",460,54735,95271,1584714,43759,2697,243,2818,97,7381,13207,11792,34742,971,201222,139580,0,0,0,26882,0,2011,0,677,3942,0,100410,11080,3952,515,992,0,0,0,12849,856,0,24455,0,0,0,8238
"G5101750","1850","Virginia","510","Southampton","1750","Southampton",722,159668,176023,996607,71496,1827,406,2497,1212,6058,7865,49816,4066,1132,564183,13903,14584,971,869,11739,125218,15061,235337,0,0,12,34897,1486,3321,0,0,34,0,0,12,0,0,0,0,0,0,7377
"G5101770","1850","Virginia","510","Spotsylvania","1770","Spotsylvania",429,88324,99072,1232599,58906,1383,433,2064,1289,3250,6055,7270,102953,398,265753,47347,0,90034,0,12792,578,8206,5241,0,206,0,52056,0,1279,0,0,0,0,12,21,1,0,0,0,0,0,2019
"G5101790","1850","Virginia","510","Stafford","1790","Stafford",360,57799,72756,1084212,38737,1136,172,1600,629,2526,4593,7310,58923,2307,178651,38750,0,0,0,9628,1139,9126,3981,100,46,25,42088,0,2018,0,0,30,0,0,532,21,0,0,0,0,0,2845
"G5101810","1850","Virginia","510","Surry","1810","Surry",301,44298,65466,541515,20537,687,242,968,738,2138,2654,11908,14098,70,204975,14946,0,50,32,4565,5714,9394,22719,0,0,0,23004,0,1486,0,14,0,0,0,0,0,0,0,0,0,0,2530
"G5101830","1850","Virginia","510","Sussex","1830","Sussex",472,91408,98677,555514,44582,1173,439,1481,1031,4001,5729,22633,35133,128,356171,47963,0,56392,780,10979,14809,11132,53961,0,0,184,36615,0,2108,27,0,75,0,0,0,0,0,0,0,0,0,759
"G5101835","1850","Virginia","510","Taylor","1835","Taylor",519,38372,54101,908329,32545,1496,8,1955,237,3853,10617,5076,23995,1635,101118,41499,0,0,0,18240,511,3340,1440,20,1793,0,87110,3952,4051,47,158,4,0,0,11361,578,0,25370,0,1435,0,6632
"G5101850","1850","Virginia","510","Tazewell","1850","Tazewell",726,60757,153325,1191275,31515,3604,136,4778,116,11731,17372,27291,21327,3406,235126,125214,0,300,0,33605,0,2763,2030,40,3540,0,135910,7643,72,2570,73,0,0,0,23117,958,0,61562,0,360,0,20095
"G5101855","1850","Virginia","510","Tyler","1855","Tyler",417,24413,94762,602222,18518,1122,8,1453,304,2503,7944,5976,15100,506,130014,27544,0,14320,0,14663,0,8239,636,28,2202,30,48465,3021,1737,10,63,0,0,0,3621,102,0,11236,0,448,0,2530
"G5101870","1850","Virginia","510","Warren","1870","Warren",397,53992,52615,1477490,67701,1914,2,1520,71,3316,5862,7308,145354,4741,128875,25906,0,1512,0,17371,18,7864,427,106,519,63,64185,6434,2219,408,331,10,0,0,2853,179,0,0,0,0,0,13222
"G5101890","1850","Virginia","510","Warwick","1890","Warwick",91,10929,19180,248603,9504,222,64,534,278,876,788,3720,10252,0,61340,8490,0,0,0,2218,618,2978,9844,0,0,0,10150,0,625,0,0,0,0,0,0,0,0,0,0,0,0,350
"G5101910","1850","Virginia","510","Washington","1910","Washington",1148,100362,136123,1953811,63897,4666,356,4838,102,10484,22170,26248,69264,709,438900,249674,0,0,0,42935,15,2193,1201,665,2179,0,153044,9512,4238,155,161,0,0,0,23197,63,0,25861,0,0,0,9534
"G5101913","1850","Virginia","510","Wayne","1913","Wayne",478,21594,140291,618023,10360,1113,41,1372,1256,2562,6129,12517,2155,4,226800,27785,0,1215,0,12571,775,3707,4298,0,1371,0,36555,0,558,2,28,0,0,0,2930,175,0,10,0,0,0,4624
"G5101930","1850","Virginia","510","Westmoreland","1930","Westmoreland",443,68627,61450,1100857,31340,818,283,1601,1847,2777,3676,8237,82774,502,269115,7897,0,1346,7,8603,1350,4970,6176,0,4064,2,28437,0,32,0,0,129,0,0,0,0,0,0,0,0,0,3700
"G5101933","1850","Virginia","510","Wetzel","1933","Wetzel",423,15955,61797,491991,17082,886,18,412,262,1371,6049,6847,12162,1296,124198,22266,0,3000,0,12369,766,5220,882,0,69,0,46327,230,1440,0,22,0,0,1,8218,196,0,15675,0,502,0,4730
"G5101937","1850","Virginia","510","Wirt","1937","Wirt",309,14217,83499,400465,10701,734,4,945,185,1725,5109,4709,3424,128,98291,22910,0,2122,0,9758,239,3165,1944,0,2769,0,25230,269,1097,13,35,11,0,0,6176,163,21,8027,0,349,0,2285
"G5101953","1850","Virginia","510","Wood","1953","Wood",640,39206,106534,1314517,37887,1724,5,1873,350,3306,12785,8304,18790,613,251715,59584,0,53170,0,23854,154,16253,605,0,592,0,73885,783,3166,215,74,0,0,0,6149,74,0,6932,0,464,0,2972
"G5101957","1850","Virginia","510","Wyoming","1957","Wyoming",188,5930,22080,115979,4841,427,0,761,20,2425,1789,4092,1552,557,47506,8765,0,2441,0,3156,535,1265,4050,0,4957,0,17197,468,286,0,126,0,0,0,5260,277,0,2417,0,0,0,11272
"G5101970","1850","Virginia","510","Wythe","1970","Wythe",668,91001,206347,2099660,81049,3696,88,4549,152,10738,20164,16409,72738,11668,280652,155207,0,0,0,43766,0,10806,15,654,0,0,213010,12075,7193,1628,773,0,1,0,22210,1754,5,20367,0,579,0,10019
"G5101990","1850","Virginia","510","York","1990","York",161,20817,25683,707515,10367,482,108,756,637,2248,1148,5437,27650,0,148335,25951,0,0,0,4658,10,150,100,0,0,0,14113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G5500015","1850","Wisconsin","550","Adams-Sauk [multi-county reporting area]","0015","Adams-Sauk (multi-county reporting area)",245,10795,33415,276230,19617,339,0,1431,540,978,2176,2251,30533,380,23149,46675,0,50,0,3414,284,18272,0,2522,115,0,33073,4560,3051,0,0,0,0,0,0,0,0,4866,0,250,0,2819
"G5500090","1850","Wisconsin","550","Brown","0090","Brown",190,5936,45027,287290,32020,586,0,866,698,791,39,963,6212,1059,11462,18068,0,200,0,0,1987,25262,0,255,870,0,17674,100,2486,0,5,0,0,0,50,0,0,32290,0,52,0,175
"G5500150","1850","Wisconsin","550","Calumet","0150","Calumet",125,4063,28969,187340,10597,117,0,4711,286,489,229,1286,7827,113,10532,8428,0,0,0,685,80,9116,0,887,286,15,21588,3377,846,0,6,27,0,0,0,0,0,14761,0,553,0,1325
"G5500175","1850","Wisconsin","550","Chippewa-Crawford [multi-county reporting area]","0175","Chippewa-Crawford (multi-county reporting area)",80,4068,10630,63580,6420,231,2,239,148,360,262,945,9522,278,9655,16644,0,0,0,60,136,8688,0,535,1142,0,5850,800,1302,0,0,0,0,0,40,0,0,2000,0,1590,0,0
"G5500210","1850","Wisconsin","550","Columbia","0210","Columbia",833,41520,98898,1035670,59420,939,0,2050,1680,2422,3040,6215,169369,38,77380,120279,0,100,0,4670,827,51249,120,2836,1197,0,168370,12245,13497,0,40,0,0,0,75,0,0,0,0,0,0,185
"G5500250","1850","Wisconsin","550","Dane","0250","Dane",1501,73067,139251,1581877,127570,2040,16,4927,3330,6236,8122,13585,347250,185,122290,243601,0,0,0,16630,907,106387,0,19089,1464,0,266214,28724,21705,7,345,120,0,0,967,27,0,145922,0,4160,0,5476
"G5500270","1850","Wisconsin","550","Dodge","0270","Dodge",2132,82622,183613,2073824,130275,1274,53,2710,4127,5238,5912,12940,327936,5526,127672,204197,0,0,0,8926,1087,158228,0,13772,3977,0,331246,42993,25384,1,141,8,0,0,462,13,0,32922,0,21,0,10491
"G5500390","1850","Wisconsin","550","Fond du Lac","0390","Fond Du Lac",921,43712,116268,1249590,52698,932,11,3266,2114,2692,4583,7948,166718,2179,74361,101325,0,0,0,4323,3481,85521,227,5414,5769,0,134479,10307,14065,11,271,45,0,0,100,40,0,2756,0,178,0,10633
"G5500430","1850","Wisconsin","550","Grant","0430","Grant",704,39862,72681,823953,62840,2686,9,2621,1296,3805,4517,14120,127164,2065,200585,204666,0,0,0,7411,265,46299,0,10342,1572,30,113946,16689,8834,11,255,14,0,0,4756,27,0,19140,0,457,0,17134
"G5500450","1850","Wisconsin","550","Green","0450","Green",763,47307,87774,1044736,68652,1779,3,1277,1402,3284,5764,8026,148997,540,133595,152487,0,0,0,14858,152,16634,0,4365,987,0,113867,8417,10588,5,282,13,0,0,1293,30,0,0,0,0,0,11585
"G5500490","1850","Wisconsin","550","Iowa","0490","Iowa",470,17195,48537,355645,30316,979,4,2825,556,1978,705,5592,50747,299,81108,109875,0,0,0,656,76,29039,0,2013,282,0,53090,340,8128,10,0,0,0,0,0,0,0,81316,0,45,0,140
"G5500550","1850","Wisconsin","550","Jefferson","0550","Jefferson",982,43198,91382,1221388,66865,927,0,3571,2052,3319,5264,5325,182545,2618,81079,117894,0,0,0,11818,257,60922,12,7260,2397,0,190820,33800,14296,0,105,1800,0,0,93,100,0,70,0,0,0,6832
"G5500590","1850","Wisconsin","550","Kenosha","0590","Kenosha",914,50987,79862,1986990,100076,1711,1,2374,1951,4643,12767,5445,318051,69,100046,230969,0,0,0,33429,1047,68555,262,10020,7125,0,284793,57271,24229,25,597,34,0,0,42,32,0,0,0,0,0,5260
"G5500650","1850","Wisconsin","550","Lafayette","0650","Lafayette",399,28642,50732,606289,35750,1142,31,12,735,3360,2475,6034,63283,387,91491,175851,0,0,0,4367,792,18804,25,4161,320,68,67295,10586,9196,6,93,34,0,0,525,21,0,1000,0,0,0,7464
"G5500675","1850","Wisconsin","550","La Point","0675","La Point",5,110,0,3550,215,5,0,3682,6,13,0,10,0,0,250,233,0,0,0,0,0,1950,0,5,0,0,550,0,45,0,0,0,0,0,0,0,0,46006,0,969,0,5917
"G5500710","1850","Wisconsin","550","Manitowoc","0710","Manitowoc",35,1122,6927,49550,3570,22,0,1877,107,132,0,187,214,191,287,5253,0,0,0,0,85,7297,0,96,0,0,5000,0,460,0,0,0,0,0,0,0,0,80,0,0,0,2853
"G5500730","1850","Wisconsin","550","Marathon","0730","Marathon",7,226,0,4940,305,2,0,3,22,8,0,1,0,0,1510,0,0,0,0,0,5,2075,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0
"G5500770","1850","Wisconsin","550","Marquette","0770","Marquette",327,15935,40513,443375,28420,741,0,4,1841,1809,2027,3539,85614,0,43052,66197,0,100,0,3206,738,36724,0,1488,1083,0,61819,9545,5495,41,35,15,0,0,155,1,0,300,0,60,0,0
"G5500790","1850","Wisconsin","550","Milwaukee","0790","Milwaukee",935,35589,63945,1844340,73811,1500,0,82,2141,2397,4702,6560,61147,10511,39299,125584,0,0,0,11637,3083,71950,0,3102,3985,0,158521,4185,11246,190,314,196,0,0,117,7,0,7325,0,195,0,0
"G5500970","1850","Wisconsin","550","Portage","0970","Portage",5,370,150,5100,410,4,0,3377,8,4,0,13,100,0,75,3400,0,0,0,0,0,1300,0,0,130,0,0,0,2,0,0,0,0,0,0,0,0,5520,0,81,0,7827
"G5501010","1850","Wisconsin","550","Racine","1010","Racine",971,63338,82947,1781703,119888,1670,1,223,1554,5228,10093,5007,218149,878,78847,175665,0,0,0,16155,1158,58279,0,6322,8642,0,232466,20540,14551,19,472,133,0,0,155,214,0,2556,0,160,0,7327
"G5501030","1850","Wisconsin","550","Richland","1030","Richland",58,2106,20664,87111,5823,154,1,5195,157,231,183,887,1683,0,11095,2515,0,740,0,479,47,1956,0,100,300,0,9245,200,1132,0,6,0,0,0,0,1,0,60,0,0,0,3214
"G5501050","1850","Wisconsin","550","Rock","1050","Rock",1965,143235,137111,3125841,197435,3419,7,677,3113,7230,13456,14455,784278,860,300143,487880,0,20,0,30748,659,102383,12,16432,5543,0,410881,39334,23122,0,466,3,0,0,453,23,0,0,0,0,0,0
"G5501090","1850","Wisconsin","550","St Croix","1090","St Croix",4,178,480,3031,265,3,0,5539,10,7,0,29,115,0,1100,700,0,0,0,0,95,1350,0,750,130,0,100,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
"G5501170","1850","Wisconsin","550","Sheboygan","1170","Sheboygan",328,13419,62418,616680,41804,262,0,3,1066,966,308,2493,29437,5527,7331,36979,0,0,0,90,172,37206,0,2141,559,0,52585,2425,1757,25,66,0,0,0,0,0,0,61135,0,136,0,100
